name,pl_orbper,pl_disc,new_rade,fpl_smax,new_insol
11 Com b,326.03,2007,8.856211247783442,1.29,105.15273653173826
11 UMi b,516.21997,2009,10.108372007291745,1.53,114.97863231778021
14 And b,185.84,2008,17.40656123278253,0.83,84.10926062227914
14 Her b,1773.40002,2002,16.409853636462678,2.93,0.08227440672144834
16 Cyg B b,798.5,1996,13.05087325914518,1.66,0.4568607242684597
18 Del b,993.3,2008,10.378825873463883,2.6,5.916342452087242
1RXS J160929.1-210524 b,NA,2008,18.647,330,3.91716729845356e-6
24 Boo b,30.3506,2018,14.45181365336378,0.19,1646.2386665251324
24 Sex b,452.8,2010,12.825044395081537,1.333,8.209934668262049
24 Sex c,883,2010,13.945291156664464,2.08,3.3718894699411703
2MASS J01225093-2439505 b,NA,2013,11.209,52,7.046822181816744e-6
2MASS J02192210-3925225 b,NA,2015,16.141,156,2.419640266911526e-7
2MASS J04414489+2301513 b,NA,2010,12.6,15,NA
2MASS J12073346-3932539 b,NA,2004,13,46,NA
2MASS J19383260+4603591 b,416,2015,13.4,0.92,1.739499648431851
2MASS J21402931+1625183 A b,7336.5,2009,10.31,NA,NA
2MASS J22362452+4751425 b,NA,2016,12.3,230,1.801126964127887e-6
30 Ari B b,335.10001,2009,12.3392075575507,0.99,2.4531811039760574
4 UMa b,269.3,2006,13.651023132740288,0.87,152.3917634854131
42 Dra b,479.1,2008,12.562692856346343,1.19,100.90346433946064
47 UMa b,1078,1996,13.769977308539527,2.1,0.372873406624701
47 UMa c,2391,2001,18.86743746588407,3.6,0.126880534198683
47 UMa d,14002,2009,15.90790847057848,11.6,0.012220360606531894
51 Eri b,11688,2015,13.4,12,0.049162901693342906
51 Peg b,4.230785,1995,16.550813531921268,0.0527,505.10162948844317
55 Cnc b,14.65152,1996,11.582842676850053,0.115227,43.84211431698097
55 Cnc c,44.4175,2004,6.405090330929195,0.241376,9.991066000937355
55 Cnc d,4825,2002,13.01708354408599,5.503,0.019222106289730704
55 Cnc e,0.736539,2004,1.91,0.01544,2441.7736792047754
55 Cnc f,262,2007,7.823382271325221,0.788,0.9374488162714698
6 Lyn b,934.3,2008,12.827064324438872,2.11,3.216881694646444
61 Vir b,4.215,2009,1.806688288180184,0.050201,318.84180812575977
61 Vir c,38.021,2009,4.6566965672661835,0.2175,16.985622876165774
61 Vir d,123.01,2009,4.364388721859086,0.476,3.5463867408093415
7 CMa b,796,2011,17.97718013789676,1.93,3.033090592157636
70 Vir b,116.688,1996,12.710132633051114,0.481,13.265079198270916
75 Cet b,691.9,2012,13.386724449347483,2.1,12.177591754427498
8 UMi b,93.4,2015,14.457643378258132,0.49,221.10972271178198
81 Cet b,952.7,2008,14.244469383188667,2.5,9.596657220088153
91 Aqr b,181.4,2013,13.940465571888193,0.7,100.41623177172467
AB Pic b,NA,2005,12.3,260,8.791304121532141e-6
alf Ari b,380.8,2010,16.522411807403508,1.2,59.65371677120804
alf Tau b,628.96,2015,11.355185364928026,1.46,220.44197251136026
BD-06 1339 b,3.8728,2013,3.430712137533617,0.0428,51.89344012884758
BD-06 1339 c,125.94,2013,7.7664073092589545,0.435,0.5023674428095026
BD-08 2823 b,5.6,2009,3.0215232822555125,0.06,65.71999159682663
BD-08 2823 c,237.6,2009,11.999224620953324,0.68,0.511660834231349
BD-10 3166 b,3.48777,2000,10.858023612707747,0.04,402.6057909469858
BD-11 4672 b,1667,2014,13.507981906830885,2.28,0.02530057002524312
BD-13 2130 b,714.29999,2007,13.704459639653345,1.66,40.0667230331715
BD-17 63 b,655.59998,2008,12.172702956630307,1.34,0.12439141361274958
BD+03 2562 b,481.9,2017,15.131054567732518,1.3,296.56049327057536
BD+14 4559 b,268.94,2009,18.201857767973927,0.78,0.6191712672319343
BD+15 2375 b,153.22,2016,13.0681482210911,0.576,111.98375684111346
BD+15 2940 b,137.48,2013,12.334145593346681,0.539,352.22685874024717
BD+20 2457 b,379.63,2009,10.07069978367915,1.05,531.6445936635179
BD+20 2457 c,621.99,2009,12.74898867803394,2.01,145.08011299572502
BD+20 274 b,578.2,2012,13.496766411498099,1.3,53.9651384234266
BD+20 594 b,41.6855,2016,2.578,0.241,19.318166944473468
BD+48 738 b,392.6,2011,13.47871575966543,1,48.97788193684461
BD+48 740 b,733,2018,15.241930414217444,1.7,15.104354056753145
BD+49 828 b,2590,2015,15.069451527948464,4.2,1.6730211035523728
bet Cnc b,605.2,2014,16.39528158666861,1.7,274.85406045822884
bet Pic b,7665,2008,18.495,9.1,0.10962692068327323
bet UMi b,522.3,2014,15.178526056131263,1.4,273.9958144746187
CFBDSIR J145829+101343 b,10037.5,2011,12.4,2.6,NA
CHXR 73 b,NA,2006,12.3,210,NA
CI Tau b,8.9891,2019,14.645605910940615,NA,NA
CoRoT-1 b,1.5089557,2008,16.7,0.02752,2622.4253890370583
CoRoT-10 b,13.2406,2010,10.87,0.1055,16.884767339487148
CoRoT-11 b,2.99433,2010,16.03,0.0436,1256.108115327612
CoRoT-12 b,2.828042,2010,16.14,0.04016,461.75604721675364
CoRoT-13 b,4.03519,2010,9.92,0.051,454.8410441080988
CoRoT-14 b,1.51214,2010,12.22,0.027,1804.1492897012874
CoRoT-16 b,5.35227,2011,13.11,0.0618,96.16633165186911
CoRoT-17 b,3.7681,2011,11.43,0.0461,640.6165425844739
CoRoT-18 b,1.9000693,2011,14.68,0.0295,682.8982000753493
CoRoT-19 b,3.89713,2011,14.46,0.0518,1304.1888426989656
CoRoT-2 b,1.7429935,2008,16.432,0.02798,609.9645279888101
CoRoT-20 b,9.24285,2011,9.416,0.09,125.17424515267648
CoRoT-20 c,1675,2018,14.132678647333167,2.9,0.12056021233492029
CoRoT-21 b,2.72474,2012,14.572,0.0417,2915.599654231747
CoRoT-22 b,9.75598,2014,4.88,0.092,122.01812449921992
CoRoT-23 b,3.6313,2011,11.77,0.048,530.2949913910032
CoRoT-24 b,5.1134,2014,3.7,0.056,79.9141981196465
CoRoT-24 c,11.759,2014,5,0.098,26.094432039068238
CoRoT-25 b,4.86069,2013,12.11,0.0578,414.1372765447555
CoRoT-26 b,4.20474,2013,14.12,0.0526,1021.0065111956611
CoRoT-27 b,3.57532,2014,11.287,0.0476,301.1522377222961
CoRoT-28 b,5.20851,2015,10.705,0.0603,671.99396953705
CoRoT-29 b,2.85057,2015,10.088,0.0386,301.873778419077
CoRoT-3 b,4.2568,2008,11.32,0.05783,735.6879037542336
CoRoT-4 b,9.20205,2008,13.34,0.09,189.02314341753456
CoRoT-5 b,4.0378962,2009,15.558,0.04947,682.8356378340989
CoRoT-6 b,8.886593,2009,13.068,0.0855,145.2338233574398
CoRoT-7 b,0.85359163,2009,1.681,0.017016,1763.13288693044
CoRoT-7 c,3.698,2009,2.580810228439211,0.046,241.2594517842185
CoRoT-8 b,6.21229,2010,6.39,0.063,54.490262628546745
CoRoT-9 b,95.272656,2009,11.949,0.4021,3.4461315653867293
CoRoTID 223977153 b,6.71837,2017,6.389,0.071,138.8299932557575
CT Cha b,NA,2007,24.66,440,4.084083822313146e-6
DE CVn b,4098.1,2018,12.4,5.75,NA
DENIS-P J082303.1-491201 b,246.36,2013,11.9,0.36,NA
DH Tau b,NA,2004,30.264,330,2.4772630233654e-6
DP Leo b,10220,2009,12.7,8.19,5.935156792859117e-5
DS Tuc A b,8.138268,2019,5.7,NA,NA
EPIC 201238110 b,28.1656,2019,1.87,NA,NA
EPIC 201497682 b,2.13174,2019,0.692,NA,NA
EPIC 201841433 b,4.16959,2019,1.1,NA,NA
EPIC 206024342 b,4.50756,2019,1.7,NA,NA
EPIC 206032309 b,2.87814,2019,1.01,NA,NA
EPIC 206042996 b,5.29711,2019,1.62,NA,NA
EPIC 206215704 b,2.25372,2019,0.9,NA,NA
EPIC 206317286 b,1.58252,2019,0.96,NA,NA
EPIC 211822797 b,21.169861,2016,1.98,0.131,4.492182676210185
EPIC 211945201 b,19.49221,2018,5.76,0.1493,104.92533984938667
EPIC 212297394 b,2.28943,2019,1.323,NA,NA
EPIC 212424622 b,18.0983,2019,2.17,NA,NA
EPIC 212499991 b,34.885,2019,1.6,NA,NA
EPIC 212587672 b,15.2841,2019,1.12,NA,NA
EPIC 212737443 b,13.603,2019,2.586,0.098,16.351132906430156
EPIC 212737443 c,65.55,2019,2.69,0.28,2.0030137810376942
EPIC 220674823 b,0.571331,2016,1.82,0.0134,4323.051440346913
EPIC 220674823 c,13.339079,2016,2.73,0.1091,65.21545052207772
EPIC 246851721 b,6.180235,2018,11.781,0.07229,642.4562383002484
EPIC 246865365 b,3.38628,2019,9.916,NA,NA
EPIC 248847494 b,3650,2018,12.442,4.5,0.17441144187257135
eps CrB b,417.9,2012,11.583342767202419,1.3,101.65138385547854
eps Eri b,2502,2000,14.174401901454178,3.39,0.03315893730421533
eps Tau b,594.9,2006,14.213116723959038,1.93,26.054658306142176
Fomalhaut b,555530,2008,13.5,160,6.438134341896519e-4
FU Tau b,NA,2008,12.2,800,3.124784171301163e-7
gam 1 Leo b,428.5,2009,10.678812653527073,1.19,228.5104561327788
gam Cep b,903.3,2003,11.397537273090725,2.05,2.815089960083676
gam Lib b,415.2,2018,14.439191920091165,1.24,46.04225965037319
gam Lib c,964.6,2018,12.639338487368725,2.17,15.034207232774916
GJ 1132 b,1.628931,2015,1.16,0.0153,18.690337270205998
GJ 1132 c,8.929,2018,1.43,0.0476,1.9310169883758743
GJ 1148 b,41.38,2010,12.521188971770178,0.166,0.7257446180986875
GJ 1148 c,532.58,2017,11.454697670205823,0.912,0.02404419953294215
GJ 1214 b,1.58040456,2009,2.847,0.01411,24.48758590136859
GJ 1265 b,3.6511,2018,3.065757910698826,0.026,5.38335852259182
GJ 143 b,35.61253,2019,2.61,0.1915,5.6190441362883385
GJ 143 c,7.78993,2019,0.892,0.0695,42.6609370792402
GJ 163 b,8.63182,2013,3.781464268686488,0.0607,5.316460822273885
GJ 163 c,25.63058,2013,2.374219951161836,0.1254,1.2456755120494734
GJ 163 d,603.95116,2013,5.952346026360951,1.0304,0.0184496571454679
GJ 179 b,2288,2009,17.60879426895034,2.41,0.002754012549051615
GJ 273 b,18.6498,2017,1.712422060695447,0.091101,1.059140832897342
GJ 273 c,4.7234,2017,1.064291939760517,0.036467,6.609976658897012
GJ 3021 b,133.71,2000,13.674395902569433,0.49,2.7517428071953187
GJ 3138 b,1.22003,2017,1.1391398254339051,0.0197,115.89575997662605
GJ 3138 c,5.974,2017,1.8294203771948472,0.057,13.84363973201871
GJ 3138 d,257.8,2017,3.4302856932156827,0.698,0.09231858829017987
GJ 317 b,692,2007,11.351668164536047,1.15,NA
GJ 317 c,5312,2018,15.006738685381308,25,NA
GJ 328 b,4100,2013,16.467822881854453,4.5,0.005018512063558991
GJ 3293 b,30.5987,2015,6.076228945818366,0.14339,1.0689620087179974
GJ 3293 c,122.6196,2015,4.990297312854599,0.36175,0.16795112622286562
GJ 3293 d,48.1345,2017,2.4896448165774654,0.19394,0.5843394634641202
GJ 3293 e,13.2543,2017,0.8145557046843858,0.08208,3.2623105791585347
GJ 3323 b,5.3636,2017,1.2757070450157264,0.03282,2.5045104410897845
GJ 3323 c,40.54,2017,1.333259262614702,0.1264,0.16885186120794693
GJ 3341 b,14.207,2015,2.477565470709684,0.089,3.6578002622160377
GJ 3470 b,3.3366496,2012,4.57,0.0355,22.990228825243587
GJ 357 b,3.93072,2019,1.217,0.035,12.997622261642205
GJ 357 c,9.1247,2019,1.7603257750828618,0.061,4.278980723061462
GJ 357 d,55.661,2019,2.2164368915218473,0.204,0.3825953304140644
GJ 3634 b,2.64561,2010,2.6529164979410687,0.0287,24.27930252440535
GJ 3779 b,3.0232,2018,2.838838104768833,0.026,12.824879818908533
GJ 3942 b,6.905,2017,2.6856165453867007,0.0608,20.52073166521986
GJ 3998 b,2.64977,2016,1.2800312262817557,0.029,48.77575540863338
GJ 3998 c,13.74,2016,2.4806109338672795,0.089,5.178690859570848
GJ 411 b,12.9532,2019,1.7063992516122566,0.0785,3.566651584704979
GJ 4276 b,13.352,2019,4.235301747313862,0.082,2.926660157208276
GJ 433 b,7.3709,2011,2.182660639319784,0.06,8.331006997187922
GJ 436 b,2.64388312,2004,4.17,0.0291,30.705347872194142
GJ 504 b,NA,2013,13,43.5,0.0011350669700782316
GJ 536 b,8.7076,2016,1.9349412367326726,0.06661,9.460653415281554
GJ 581 b,5.3686,2005,4.876949836401216,0.04061,7.883771366452843
GJ 581 c,12.914,2007,2.4459777442802095,0.0721,2.501090868233346
GJ 581 e,3.149,2009,1.2202341262457252,0.02815,16.40752979670934
GJ 625 b,14.628,2017,1.2874133632043672,0.078361,2.0787394630354332
GJ 649 b,598.3,2009,12.318135350937869,1.135,0.033497182311146366
GJ 667 C b,7.2004,2011,2.4934873841752774,0.0505,5.3754799183015525
GJ 667 C c,28.14,2011,1.7108132518031003,0.125,0.8773643303455063
GJ 667 C e,62.24,2013,1.3157809707737131,0.213,0.3021626586799034
GJ 667 C f,39.026,2013,1.6043171657716502,0.156,0.5633143352090951
GJ 667 C g,256.2,2013,2.165062460938074,0.549,0.0454836502256082
GJ 674 b,4.6938,2007,2.655623819890268,0.039,10.5164893400044
GJ 676 A b,1056.80005,2010,16.10308531312726,1.82,0.027343696440592927
GJ 676 A c,7337,2016,11.286513325521094,6.6,0.002079275943292471
GJ 676 A d,3.6005,2012,1.9522081070246502,0.0413,53.1006572646964
GJ 676 A e,35.39,2012,2.9822741971511735,0.187,2.590101521056365
GJ 685 b,24.16,2019,3.0632568440193952,0.1344,3.091729305825887
GJ 687 b,38.14,2014,5.230205180441982,0.17,0.7363802927275819
GJ 832 b,3657,2008,14.444224645329818,3.56,0.002051634549903163
GJ 832 c,35.68,2014,1.7332975733165596,0.163,0.9786441202774934
GJ 849 b,1882,2006,13.873641547588033,2.35,0.005430805828859487
GJ 86 b,15.76491,1999,10.540323536183191,0.11,33.66779155405891
GJ 876 b,61.1166,1998,14.913410236780765,0.208317,0.2854634924575959
GJ 876 c,30.0881,2000,12.549908091931947,0.12959,0.7376613350740924
GJ 876 d,1.93778,2005,1.8863905844177289,0.020807,28.614164244133114
GJ 876 e,124.26,2010,3.7978707503724856,0.3343,0.11084784306758105
GJ 96 b,73.94,2018,4.695501804409911,0.291,1.0476447042878105
GJ 9827 b,1.2089802,2017,1.62,0.01888,320.62399420227996
GJ 9827 c,3.648083,2017,1.269,0.03942,73.54730443213583
GJ 9827 d,6.201467,2017,2.07,0.05615,36.24937131061999
Gl 378 b,3.822,2019,3.5118732517994413,0.039435,38.56881624336613
Gl 49 b,13.8508,2019,1.9440340710838435,0.0905,6.035355294244197
Gl 686 b,15.5314,2018,2.248288615256026,0.0917,3.3285978525517197
GQ Lup b,NA,2004,33.6,100,8.472274141405964e-5
GSC 06214-00210 b,NA,2010,20.176,320,3.712787073442981e-6
GU Psc b,NA,2014,14.179,2000,NA
HAT-P-1 b,4.46529976,2006,14.785,0.05561,523.2318951699082
HAT-P-11 b,4.88780244,2008,4.36,0.05254,98.85983086274871
HAT-P-11 c,3407,2018,13.96101822279838,4.13,0.01599926002267728
HAT-P-12 b,3.2130598,2009,10.749,0.0384,142.343470840354
HAT-P-13 b,2.91625,2009,14.258,0.04383,1154.6678100927138
HAT-P-13 c,446.27,2009,10.027889512636351,1.258,1.401647212877469
HAT-P-14 b,4.62767,2010,15.917,0.0596,1160.1321987110102
HAT-P-15 b,10.8635,2010,11.882,0.0965,68.85656813177927
HAT-P-16 b,2.77596,2010,14.448,0.0413,1153.718606374455
HAT-P-17 b,10.33852,2010,11.769,0.0882,68.55874037664616
HAT-P-17 c,5584,2010,13.457259009577164,5.6,0.01700685253468179
HAT-P-18 b,5.508023,2010,11.153,0.0559,86.33291087921893
HAT-P-19 b,4.008778,2010,12.689,0.0466,170.30530115689467
HAT-P-2 b,5.6335158,2007,10.66,0.06814,729.7863592774095
HAT-P-20 b,2.875317,2010,9.718,0.0361,145.87658780421418
HAT-P-21 b,4.12448,2010,12.442,0.0494,576.1639774991862
HAT-P-22 b,3.21222,2010,12.89,0.0414,477.5285234980921
HAT-P-23 b,1.21288,2010,12.218,0.0232,2546.9711767331555
HAT-P-24 b,3.3552399999999998,2010,14.572,0.04651,1314.9441914003903
HAT-P-25 b,3.65281514,2010,12.722,0.0466,324.5100614153635
HAT-P-26 b,4.23452,2010,7.062,0.0479,186.77939879857544
HAT-P-27 b,3.039577,2011,11.43,0.04,356.3526701754672
HAT-P-28 b,3.257215,2011,13.585,0.0434,599.8194454505286
HAT-P-29 b,5.72319,2011,13.115,0.0667,344.15044239844775
HAT-P-3 b,2.8997,2007,10.536,0.03866,303.0234933808321
HAT-P-30 b,2.8106,2011,16.141,0.0419,1464.104090754133
HAT-P-31 b,5.00542,2011,12.218,0.061,632.9076280290269
HAT-P-32 b,2.1500082,2011,22.194,0.03397,1887.1607975219601
HAT-P-33 b,3.47447,2011,20.737,0.04995,1827.8014388815086
HAT-P-34 b,5.45265,2011,15.132,0.06774,838.1265828429634
HAT-P-35 b,3.64671,2011,39.792,0.0498,953.9844911718192
HAT-P-36 b,1.32734683,2011,14.314,0.0241,1686.420663226699
HAT-P-37 b,2.797436,2011,13.204,0.0379,431.24252482005926
HAT-P-38 b,4.640382,2012,9.247,0.0523,226.46266943423973
HAT-P-39 b,3.54387,2012,17.609,0.0509,1561.5807091119864
HAT-P-4 b,3.056536,2007,14.28,0.04438,1369.699837409821
HAT-P-40 b,4.45724,2012,17.038,0.0608,1230.8151731032735
HAT-P-41 b,2.69405,2012,22.978,0.04258,2116.355814922684
HAT-P-42 b,4.641878,2012,14.348,0.0575,686.5375733486039
HAT-P-43 b,3.332687,2012,14.359,0.0443,565.1874991782894
HAT-P-44 b,4.301219,2014,13.922,0.0507,248.87660931676373
HAT-P-44 c,872.2,2014,13.705759833190736,1.752,0.20841635504715034
HAT-P-45 b,3.128992,2014,15.984,0.0452,1229.4847049052296
HAT-P-46 b,4.463129,2014,14.392,0.0577,739.0066963669814
HAT-P-49 b,2.69155,2014,17.822,0.04378,3948.6485910854067
HAT-P-5 b,2.78849,2007,13.563,0.04073,780.137545918817
HAT-P-50 b,3.1220109,2015,14.437,0.0453,1953.455831017659
HAT-P-51 b,4.2180278,2015,14.493,0.05069,334.3146571806586
HAT-P-52 b,2.7535953,2015,11.31,0.03694,363.0832529936972
HAT-P-53 b,1.9616241,2015,14.773,0.03159,1651.5843090554401
HAT-P-54 b,3.799847,2015,10.581,0.04117,73.93298926850022
HAT-P-55 b,3.5852467,2015,13.249,0.04604,546.6751969518092
HAT-P-56 b,2.79083,2015,16.926,0.0423,1996.7296422152303
HAT-P-57 b,2.4653,2015,19.504,0.0406,2376.555346573462
HAT-P-6 b,3.85298,2007,16.589,0.05239,1543.4878071530388
HAT-P-65 b,2.6054552,2016,21.185,0.03951,2299.2486525170316
HAT-P-66 b,2.972086,2016,17.822,0.04363,2164.858793450005
HAT-P-67 b,4.8101025,2017,23.371,0.06505,2053.550551574297
HAT-P-69 b,4.7869491,2019,18.786,0.06555,2327.311995373304
HAT-P-7 b,2.20474,2008,16.926,0.03676,4573.5032766906115
HAT-P-70 b,2.74432452,2019,20.961,0.04739,7440.919096974801
HAT-P-8 b,3.07634,2008,15.693,0.04496,1439.949942686602
HAT-P-9 b,3.92281072,2008,15.614,0.05287,936.6587169119673
HATS-1 b,3.446459,2012,14.594,0.0444,557.4861209685298
HATS-10 b,3.312846,2015,10.862,0.04491,649.1034088263154
HATS-11 b,3.619188,2016,18.03,0.0507,805.3489213305797
HATS-12 b,3.142702,2016,7.76,0.0441,447.83993806905585
HATS-13 b,3.0440499,2015,13.585,0.04057,290.12822739220417
HATS-14 b,2.7667641,2015,11.646,0.03815,461.3291693140323
HATS-15 b,1.74748753,2016,12.386,0.02712,850.0033348665687
HATS-16 b,2.686502,2016,14.572,0.03744,1062.4984859756487
HATS-17 b,16.254611,2016,8.709,0.1308,72.4076599034388
HATS-18 b,0.83784,2016,14.897,0.0174,2883.377488400422
HATS-2 b,1.354133,2013,13.092,0.023,1019.8688516354019
HATS-22 b,4.7228124,2017,10.682,0.05025,89.48038990009067
HATS-23 b,2.1605156,2017,20.849,0.03397,1238.2516240464497
HATS-24 b,1.3484978,2017,15.637,0.0238,2734.299517888005
HATS-25 b,4.2986432,2016,14.123,0.05163,438.7284016258322
HATS-26 b,3.3023881,2016,19.616,0.04735,2256.108767878618
HATS-27 b,4.637038,2016,16.814,0.0611,1250.0217783470223
HATS-28 b,3.1810781,2016,13.384,0.04131,408.2156119773899
HATS-29 b,4.6058749,2016,14.022,0.05475,356.6413975430564
HATS-3 b,3.547851,2013,15.48,0.0485,1214.8328380805383
HATS-30 b,3.1743516,2016,13.171,0.04354,659.5126811293962
HATS-31 b,3.37796,2016,18.383,0.0478,1820.3051876456204
HATS-32 b,2.8126548,2016,14,0.04024,704.1805995297899
HATS-33 b,2.5495551,2016,13.787,0.03727,690.6868928576681
HATS-34 b,2.1061607,2016,16.029,0.03166,722.7334890681411
HATS-35 b,1.8209993,2016,16.41,0.03199,2850.8313095274743
HATS-36 b,4.175186,2018,12.92,0.0523,425.59510304592624
HATS-39 b,4.5776348,2018,17.598,0.06007,1209.7196526924295
HATS-4 b,2.516729,2014,11.433,0.0362,496.11557213080374
HATS-40 b,3.2642736,2018,17.71,0.04997,3203.1796825024308
HATS-41 b,4.193649,2018,14.908,0.0583,1323.313949240158
HATS-42 b,2.292102,2018,15.693,0.03689,1955.1617376818951
HATS-43 b,4.3888497,2018,13.227,0.04944,163.62251953313088
HATS-44 b,2.7439004,2018,11.96,0.03649,300.3670389662893
HATS-45 b,4.1876244,2018,14.415,0.05511,876.0707449023071
HATS-46 b,4.7423729,2018,10.122,0.05367,204.4263193938976
HATS-5 b,4.763387,2014,10.223,0.0542,183.65443775109532
HATS-50 b,3.8297015,2017,12.666,0.05046,545.8904637828817
HATS-51 b,3.3488702,2017,15.805,0.04639,948.7488335650426
HATS-52 b,1.36665436,2017,15.491,0.02498,1874.1965406109853
HATS-53 b,3.8537768,2017,15.02,0.04753,490.9806442299239
HATS-54 b,2.5441828,2019,11.96,0.03763,1150.619058741264
HATS-55 b,4.2042001,2019,14.022,0.05412,578.4747727557224
HATS-56 b,4.324799,2019,18.921,0.06043,2165.1840117960546
HATS-57 b,2.350621,2019,12.767,0.03493,660.0895064015124
HATS-58 A b,4.2180896,2019,12.274,0.05798,1453.5955272334443
HATS-59 b,5.416081,2018,12.621,0.06112,265.2365124816598
HATS-59 c,1422,2018,13.929560824052137,2.504,0.15802702016912998
HATS-6 b,3.3252725,2015,11.187,0.03623,60.51504100898913
HATS-60 b,3.560829,2018,12.924,0.04708,900.175299048493
HATS-61 b,7.817953,2018,13.395,0.07908,373.9957600831661
HATS-62 b,3.2768837,2018,11.825,0.04163,387.4245865360522
HATS-63 b,3.0566527,2018,13.529,0.04026,634.2382919656569
HATS-64 b,4.908897,2018,18.82,0.06562,1709.730061945269
HATS-65 b,3.105161,2018,16.825,0.04497,1178.0242343553768
HATS-66 b,3.1414391,2018,15.816,0.04714,2631.6058528504204
HATS-67 b,1.6091788,2018,18.887,0.03032,3833.0245960685766
HATS-68 b,3.5862202,2018,13.809,0.05071,1519.8921743597534
HATS-69 b,2.2252577,2018,10.593,0.03211,466.35795460746215
HATS-7 b,3.185315,2015,6.311,0.04012,228.7063122959955
HATS-70 b,1.8882378,2019,15.513,0.03632,9093.023642855987
HATS-8 b,3.583893,2015,9.785,0.04667,433.43541959463795
HATS-9 b,1.915291,2015,13.85,0.0312,1935.0438542589175
HD 100546 b,NA,2014,77.342,53,0.01125766343954567
HD 100655 b,157.57001,2011,14.834686053602773,0.68,117.48493328123556
HD 100777 b,383.70001,2007,15.716523106679027,1.03,0.8919192773737328
HD 10180 c,5.75969,2010,4.014217256730419,0.06412,369.83922693406265
HD 10180 d,16.357,2010,4.064737942482875,0.12859,91.95717212905909
HD 10180 e,49.748,2010,4.1520941567188,0.2699,20.873449756994184
HD 10180 f,122.744,2010,4.252324449503667,0.4929,6.2586744748959084
HD 10180 g,604.67,2010,4.135436204613693,1.427,0.7467101483760705
HD 10180 h,2205,2010,9.926160433339083,3.381,0.1330177686879308
HD 101930 b,70.46,2005,9.241012426929398,0.3,5.281502510475615
HD 102117 b,20.8133,2005,8.480481704242203,0.15,64.2417675887079
HD 102195 b,4.11377,2006,16.085309385872417,0.05,195.46094373713342
HD 102272 b,127.58,2008,13.580363581768779,0.51,176.54671773812706
HD 102329 b,778.09998,2011,12.162509877453754,1.81,11.739317543583944
HD 102329 c,1123,2018,11.609209036726764,NA,NA
HD 102365 b,122.1,2010,4.948115611227559,0.46,4.144616357011507
HD 102843 b,3090.942,2019,14.293661658626341,4.074,0.04384882403425823
HD 102956 b,6.4947,2010,13.230575546969163,0.0807,1714.9557969080358
HD 103197 b,47.84,2009,6.823505403029347,0.25,9.059828624612052
HD 103720 b,4.5557,2014,16.761818131105102,0.0498,140.4563293479185
HD 103774 b,5.8881,2013,9.45993802003334,0.07,714.1738102619537
HD 103949 b,120.878,2019,3.0371373633125813,0.439,1.3998160202805716
HD 104067 b,55.806,2009,9.360831296666701,0.26,4.53997335560822
HD 10442 b,1032.3,2014,10.860726972891698,2.01,3.4722252037374286
HD 104985 b,199.505,2003,10.286593031764287,0.95,66.45884501446088
HD 106252 b,1531,2002,13.609227197808275,2.61,0.19756908355073305
HD 106270 b,1888,2011,14.188638409435896,3.34,0.6614653000547717
HD 106315 b,9.55237,2017,2.44,0.0907,297.0198167984124
HD 106315 c,21.05704,2017,4.35,0.1536,103.56608720118088
HD 10647 b,989.2,2006,16.30477331154768,2.015,0.34709623196297607
HD 106515 A b,3630,2012,12.77685145519139,4.59,0.05839486098947612
HD 106906 b,NA,2013,12.4,650,1.330985385065915e-5
HD 10697 b,1075.69,1999,11.983493116696893,2.14,0.65640586571496
HD 107148 b,48.056,2005,12.36065896948778,0.269,18.259775765765745
HD 108147 b,10.8985,2002,9.035363458028254,0.102,185.69476326575588
HD 108341 b,1129,2014,12.62543176007542,2,0.10664487970039817
HD 108863 b,437.7,2011,15.193168684101515,1.32,13.60981236031712
HD 108874 b,394.48123,2002,12.607102167316787,1.04,0.9245562130177513
HD 108874 c,1624,2005,13.302442125512773,2.659,0.14143709422581652
HD 109246 b,68.27,2010,12.681712710182286,0.33,11.560380273591985
HD 109271 b,7.8543,2013,4.2665596115380975,0.079,320.4393317790008
HD 109271 c,30.93,2013,6.009051462265617,0.196,52.05804533612932
HD 109749 b,5.239891,2005,7.248851309134885,0.0615,409.496098595408
HD 110014 b,835.477,2009,15.366391017430963,2.14,43.97161869731827
HD 111232 b,1143,2003,14.490821708016602,1.97,0.17785560149456103
HD 111591 b,1056.4,2017,8.299970501761347,2.5,6.0970531743003695
HD 111998 b,825.9,2016,14.843158553172492,1.82,0.9814252426803355
HD 113337 b,324,2013,10.538931016681579,0.92,4.925205381265777
HD 113538 b,663.2,2010,14.515729776999313,1.24,0.08263359164987914
HD 113538 c,1818,2010,15.838683093031552,2.44,0.021341274274532075
HD 113996 b,610.2,2017,12.108249522332986,1.6,113.69988742447677
HD 114386 b,937.70001,2003,14.229177434080135,1.73,0.09547898504376848
HD 114613 b,4000,2014,13.326950267923735,5.34,0.14220585765278787
HD 114729 b,1121.79,2002,12.81024673027736,2.067,0.6170481388776846
HD 114762 b,83.9151,1989,10.101201684213711,0.36,12.834974154090812
HD 114783 b,493.7,2001,11.702946674299236,1.16,0.31483573576808943
HD 114783 c,4319,2018,17.136451053842055,NA,NA
HD 11506 b,1622.1,2007,16.917386526466785,2.9,0.2542166574913475
HD 11506 c,223.41,2008,15.798022780625024,0.774,3.568766048885671
HD 116029 b,670,2011,11.063295718475908,1.65,4.246509613194118
