name,pl_orbper,pl_disc,new_rade,fpl_smax,new_insol
HD 45184 c,13.1354,2019,2.103459856357559,0.11,93.37156319609902
HD 45350 b,963.6,2004,14.825142086808807,1.92,0.37531640054573057
HD 45364 b,226.93,2008,8.15654739420806,0.6813,1.2283530884594112
HD 45364 c,342.85,2008,15.262835727498059,0.8972,0.7083068961869925
HD 45652 b,44.073,2008,15.712586152746727,0.237,11.23319525859804
HD 46375 b,3.023573,2000,8.936052072231439,0.0398,359.11525646059533
HD 47186 b,4.0845,2008,4.606878284585196,0.05,441.63144796082923
HD 47186 c,1353.6,2008,10.466176977646889,2.395,0.19248148672679652
HD 4732 b,360.2,2012,14.702912008639524,1.19,10.937198071552016
HD 4732 c,2732,2012,12.386540878891285,4.6,0.731954923871683
HD 47366 b,363.3,2016,14.489296824971738,1.214,17.72403612439718
HD 47366 c,684.7,2016,14.261908670912495,1.853,7.607626128657069
HD 47536 b,712.13,2002,13.344250808247875,1.93,49.9902584408405
HD 48265 b,778.51,2008,16.562475415461495,1.814,1.323504537432029
HD 4917 b,400.5,2018,15.404667581536653,1.167,20.982551025633853
HD 49674 b,4.94737,2002,6.140637872773186,0.06,264.6656011176811
HD 50499 b,2447.1,2005,11.781227619866666,3.833,0.16177908005055555
HD 50499 c,8619.9,2019,15.346610560283809,9.02,0.029213724202743308
HD 50554 b,1293,2002,12.837503844020931,2.353,0.2510476414739334
HD 51608 b,14.0726,2019,3.8062508211077777,0.1059,50.840297096495405
HD 51608 c,95.9446,2019,3.346614397647848,0.3809,3.929868828313229
HD 52265 b,119.27,2000,13.626115095451032,0.52,8.49167399449838
HD 5319 b,637.1,2007,16.678020595797044,1.57,3.9192294981127556
HD 5319 c,872.2,2014,12.833915886830669,1.93,2.5934948025176876
HD 55696 b,1827,2018,11.704960107771859,3.18,0.26616182151881995
HD 5583 b,139.35,2016,12.764603768811677,0.53,145.02679879106896
HD 5608 b,779.9,2012,14.239491738277104,1.911,4.059556833638935
HD 564 b,492.3,2014,13.817711866314227,1.2,0.7255001522366668
HD 5891 b,177.11,2011,13.90336712541947,0.64,96.08156139057066
HD 59686 A b,299.36,2016,11.657732068099792,1.086,56.27821956339592
HD 60532 b,201.9,2008,10.339211398115424,0.77,16.905131355673795
HD 60532 c,600.1,2008,15.905894000049587,1.6,3.9152548362417945
HD 62509 b,589.64,2006,13.652191787474232,1.64,14.464795694314422
HD 63454 b,2.81805,2005,13.056957335243887,0.04,184.45057666664908
HD 63765 b,358,2009,13.74177996575195,0.94,0.6276886746920673
HD 64114 b,45.791,2019,4.711605812220405,0.246,12.053961105403015
HD 6434 b,21.998,2003,10.544468623617792,0.14,64.6761156049921
HD 65216 b,577.6,2003,13.683727137323329,1.301,0.4182591079552346
HD 65216 c,5370,2013,17.12013495503968,5.75,0.02141234886606088
HD 66141 b,480.5,2012,13.736684105127283,1.2,120.68061310759559
HD 66428 b,2263.12,2005,13.23143546700593,3.467,0.10377489835915052
HD 67087 b,352.2,2015,12.039438630638855,1.08,2.972709623221293
HD 67087 c,2374,2015,14.74416161193458,3.86,0.23271554300285358
HD 6718 b,2496,2009,15.382150358925502,3.55,0.07630329524964609
HD 68402 b,1103,2016,14.927517357757173,2.18,0.24608605988971274
HD 68988 b,6.27711,2001,16.050500555564643,0.07,340.2545331736863
HD 69830 b,8.667,2006,3.2302783106846675,0.0785,97.78239864892821
HD 69830 c,31.56,2006,4.518848586238997,0.186,17.417030468099135
HD 69830 d,197,2006,2.9207952643868698,0.63,1.5181647419358975
HD 70573 b,851.8,2007,10.844047562106834,1.76,0.32208808878569006
HD 70642 b,2124.54,2003,13.821170279222333,3.318,0.0933785738199037
HD 7199 b,615,2011,8.439976782545104,1.36,0.40730729008094574
HD 72490 b,858,2018,14.138666685368996,1.88,3.4888660967318605
HD 72659 b,3658,2002,13.585549368750314,4.75,0.10534472184486984
HD 72892 b,39.475,2016,14.857848788239952,0.228,26.923424949457868
HD 73267 b,1245.36,2008,16.720068970434774,2.187,0.13973411025005908
HD 73526 b,188.3,2002,12.49775091527163,0.65,5.15434265645718
HD 73526 c,379.1,2005,14.888639615672997,1.03,2.052700322700687
HD 73534 b,1750,2008,13.273929376216492,2.99,0.4272259491952512
HD 74156 b,51.645,2003,9.562327662726267,0.292,29.52801801180869
HD 74156 c,2473,2003,10.911740329294913,3.85,0.16985508030081667
HD 7449 b,1255.5,2011,12.507067074000126,2.38,0.22327807843216427
HD 75289 b,3.50927,1999,14.210546958926358,0.05,820.4648715302262
HD 75784 b,341.2,2014,15.467247749593001,1.032,5.3906434240667584
HD 75784 c,7900,2018,13.01919782374613,8.4,0.08136571176407703
HD 75898 b,422.9,2007,10.543168877194821,1.191,2.033183033912055
HD 76700 b,3.97097,2002,9.492010561428643,0.05,722.8696504043709
HD 76920 b,415.4,2017,12.821911861457302,1.149,18.17020983183235
HD 77338 b,5.7361,2012,4.845633508608837,0.06,196.65160677337167
HD 7924 b,5.39792,2008,2.6393869236391034,0.06,107.07732157382553
HD 7924 c,15.299,2015,3.0887403797021427,0.1134,29.976014549935744
HD 7924 d,24.451,2015,3.112394532236423,0.1551,16.02420175522757
HD 79498 b,1807,2011,13.680148962176272,2.98,0.12066115324057548
HD 80606 b,111.4367,2001,11.994,0.4565,4.809704958211736
HD 81040 b,1001.70001,2005,11.919717127320386,1.94,0.22304707899867085
HD 81688 b,184.02,2007,14.09961024362115,0.81,109.6553845456027
HD 82886 b,705,2011,10.96933909026859,1.58,5.857142983723434
HD 82943 b,441.47,2003,15.112974020000593,1.18306,1.1194029789668976
HD 82943 c,220.078,2003,11.253342212927523,0.74345,2.834630582837235
HD 8326 b,158.991,2019,9.173089476844288,0.533,1.133823833827932
HD 83443 b,2.9857,2002,13.86754999965683,0.04,491.90361855943667
HD 8535 b,1313,2010,10.966435602957201,2.45,0.35864751932101163
HD 85390 b,799.52,2009,5.941395984537269,1.373,0.22943460688101916
HD 85512 b,58.43,2011,1.5370391622508464,0.26,2.483437896631006
HD 8574 b,227,2002,15.185187669069357,0.76,4.124514316756736
HD 86081 b,2.1378431,2006,16.91499794293662,0.0346,2003.769687443191
HD 86226 b,1695,2009,14.039759625264132,2.84,0.1313298111953592
HD 86264 b,1475,2009,8.420820037772485,2.86,0.5588148437758267
HD 8673 b,1634,2009,12.854217558073053,3.02,0.37409862683865686
HD 86950 b,1270,2016,14.331465391044432,2.72,4.907521285279268
HD 87646 b,13.481,2016,11.266419484271584,0.117,666.2362768324272
HD 87883 b,2754,2009,10.344519513319334,3.58,0.02668295640848513
HD 88133 b,3.414884,2004,10.319719301546899,0.0479,1368.7652572453126
HD 89307 b,2166,2009,11.188366337114058,3.27,0.1267373128291704
HD 89345 b,11.8143,2018,7.398,0.1066,234.14537871924026
HD 89744 b,256.78,1999,9.986777025436247,0.917,7.59034172394393
HD 90156 b,49.77,2009,3.803086462832894,0.25,11.511183648059191
HD 9174 b,1179,2016,15.183622941959396,2.2,0.49791434476995755
HD 92788 b,325.803,2000,14.391439043405788,0.97,1.331853730408562
HD 92788 c,11611.2975,2019,15.40107695098134,10.5,0.0113663598634142
HD 92987 b,10354.8375,2019,15.241583903394996,9.62,0.027520090384561807
HD 93083 b,143.58,2005,13.559552078419033,0.477,1.8028651424064925
HD 9446 b,30.052,2009,15.930870780250084,0.189,30.766379424778734
HD 9446 c,192.9,2009,11.924379576140957,0.654,2.5694756320374292
HD 94834 b,1576,2018,13.926765260625812,2.74,1.3106866452143608
HD 95086 b,NA,2013,12.9,55.7,0.0021393882668498815
HD 95089 b,464.4,2009,18.050580712481892,1.36,7.209782829602745
HD 95089 c,1785,2018,14.634060606692378,3.33,1.2025732328394376
HD 95127 b,482,2015,16.11619376058856,1.28,221.09558008831712
HD 95872 b,4375,2015,13.196861375226579,5.15,0.02159660782301175
HD 96063 b,362.5,2011,14.257141749370133,1.11,8.362844902537258
HD 96127 b,647.29999,2011,11.408310100315326,1.42,361.76230423257726
HD 96167 b,498.04,2009,11.525385107870596,1.332,2.070101072345344
HD 97658 b,9.4909,2010,2.354,0.0796,57.56703538509251
HD 98219 b,433.8,2011,14.766229679562395,1.26,5.215055201009915
HD 98649 b,6022.9725,2012,13.40793344931035,6.57,0.022796557058191575
HD 98736 b,968.8,2018,11.34376522768159,1.864,0.173423594695276
HD 99109 b,439.29999,2005,13.218206259188431,1.11,0.5462029512899259
HD 99492 b,17.0431,2004,4.316072344516798,0.12,24.810613760550623
HD 99706 b,841,2011,14.45677566404884,1.98,5.112927322123155
HD 99706 c,1278,2018,9.416416447079445,NA,NA
HIP 105854 b,184.2,2014,17.200312882864097,0.81,71.29022119908521
HIP 107773 b,144.3,2015,15.152144600559849,0.72,142.99966074477578
HIP 109384 b,499.48,2016,17.376890615663342,1.134,0.37305588110066684
HIP 109600 b,232.08,2016,10.996890084699139,0.706,1.6725942440346093
HIP 116454 b,9.1205,2014,2.466,0.0906,41.185430001362214
HIP 12961 b,57.435,2010,15.236267704194717,0.25,1.5315105140717515
HIP 14810 b,6.673892,2005,13.00631872760909,0.0696,201.73512455323748
HIP 14810 c,147.747,2006,14.283588086600295,0.549,3.2423157884539555
HIP 14810 d,981.8,2009,14.427760464868523,1.94,0.2596549104463309
HIP 35173 b,41.516,2019,3.916109699865476,0.217,6.502502566821716
HIP 41378 b,15.572098,2016,2.9,NA,NA
HIP 41378 c,31.70648,2016,2.56,NA,NA
HIP 41378 d,1114,2016,3.96,NA,NA
HIP 41378 e,NA,2016,5.51,NA,NA
HIP 41378 f,1084,2016,10.2,NA,NA
HIP 5158 b,345.72,2009,15.162992377577172,0.89,0.35745385630594356
HIP 5158 c,9017.76,2011,12.433816071320395,7.7,0.0047754967039962525
HIP 54373 b,7.76,2019,2.4944457208991198,0.063,15.111894085550755
HIP 54373 c,15.144,2019,3.102978434829772,0.099,6.119692646214767
HIP 57274 b,8.1352,2011,1.8812262119185363,0.07,46.217230767205294
HIP 57274 c,32.03,2011,14.914578706363674,0.178,7.147595971446345
HIP 57274 d,431.7,2011,12.326456786827423,1.01,0.2220021868045348
HIP 63242 b,124.6,2013,10.608843758023683,0.565,133.6297341378628
HIP 65407 b,28.125,2016,15.007561638018291,0.177,20.79952740466797
HIP 65407 c,67.3,2016,12.165229024283843,0.316,6.525680921134861
HIP 65426 b,NA,2017,16.814,92,0.0020531673307530424
HIP 65891 b,1084.5,2015,11.498357620911623,2.81,5.657015389254988
HIP 67537 b,2556.5,2017,13.277900295952817,4.91,1.7172638027041964
HIP 67851 b,88.9,2015,12.938182146651883,0.46,82.88660216643484
HIP 67851 c,2131.8,2015,13.100840480718126,3.82,1.2019136686506409
HIP 70849 b,17337.5,2009,15.58572177917121,20.25,2.1834836532226028e-4
HIP 71135 b,87.19,2019,4.648549383765926,0.335,1.1013120369298377
HIP 74890 b,822.3,2016,13.414891433243376,2.1,3.7201582158719715
HIP 78530 b,NA,2010,12,740,NA
HIP 79098 AB b,NA,2019,12.1,345,NA
HIP 79431 b,111.7,2009,15.412177064858072,0.36,0.2314168610329978
HIP 8541 b,1560.2,2016,12.668905467407845,2.8,3.2410366142210525
HIP 91258 b,5.0505,2013,11.101144791340646,0.06,185.6510882135041
HIP 97233 b,1058.8,2014,15.42261788289479,2.55,2.4599123854127938
HN Peg b,NA,2006,11.777,773,1.975336152139444e-6
HR 2562 b,NA,2016,12.442,20.3,0.008241531524434187
HR 810 b,302.79999,1999,10.863718609685048,0.92,2.1155551205520964
HR 858 b,3.58599,2019,2.085,0.048,1019.8059118265221
HR 858 c,5.97293,2019,1.939,0.0674,517.2258320598727
HR 858 d,11.23,2019,2.164,0.1027,222.77123515597916
HR 8799 b,170000,2008,13,68,0.0011911931150635888
HR 8799 c,69000,2008,13,38,0.0038144577313393583
HR 8799 d,37000,2008,13,24,0.009562633618149364
HR 8799 e,NA,2010,13.115,16.4,0.02047916777236033
IC 4651 9122 b,734,2018,13.135528354798168,2.038,10.413378175678034
iot Dra b,511.098,2002,10.936305805913177,1.275,40.64242663637655
K2-10 b,19.3044,2015,3.84,0.137,38.15565081852533
K2-100 b,1.673833,2016,3.59,0.0296,2091.301157746543
K2-101 b,14.677286,2016,2,NA,NA
K2-102 b,9.915615,2016,1.3,NA,NA
K2-104 b,1.974238,2016,1.96,0.023,69.58959804206644
K2-105 b,8.267704,2017,3.37,0.0796,100.73348624254257
K2-107 b,3.313959,2017,15.98,0.0475,1290.0685287829833
K2-108 b,4.733999,2017,5.33,0.0581,723.8485940893562
K2-11 b,39.93767,2015,7.55,0.2257,9.614725326914721
K2-110 b,13.86387,2017,2.56,0.1027,23.488707124136017
K2-111 b,5.35117,2017,1.9,0.0621,492.9658101507102
K2-113 b,5.817685,2017,12.14,0.0642,310.4058831332976
K2-114 b,11.391013,2017,10.67,0.0954,41.87002792982137
K2-115 b,20.272615,2017,12.06,0.143,33.5218458825694
K2-116 b,4.655411,2017,0.69,0.048,77.89642477571728
K2-117 b,1.2916,2017,2.03,0.0189,123.0485192009811
K2-117 c,5.444017,2017,2.06,0.0492,18.15807453557012
K2-118 b,50.92092,2017,2.54,0.245,4.577916123452556
K2-119 b,7.727283,2017,2.53,0.0698,37.00744946387076
K2-12 b,8.28212,2015,2.33,0.0802,183.5064203039362
K2-120 b,9.562742,2017,2.01,0.078,35.62958752169124
K2-121 b,5.185761,2017,7.5,0.0525,63.63285267453101
K2-122 b,2.219282,2017,1.21,0.0285,85.96274596210174
K2-123 b,30.951524,2017,2.76,0.1649,3.0238391716797377
K2-124 b,6.413651,2017,2.9,0.049,9.111876817782393
K2-125 b,21.750264,2017,2.18,0.121,1.7965084296806106
K2-126 b,7.385655,2017,1.97,0.0656,28.196312891902533
K2-127 b,3.588163,2017,8.37,0.0411,312.8357349146527
K2-128 b,5.675819,2017,1.42,0.056,48.042317161567034
K2-129 b,8.239493,2017,1.04,0.057,5.107992943790583
K2-13 b,39.91488,2015,1.89,0.2114,16.397967980703136
K2-130 b,2.49412,2017,1.25,0.032,155.1315184177518
K2-131 b,0.36931,2017,1.7,0.0095,3677.500914710365
K2-132 b,9.1751,2017,14.572,0.086,974.9965916480526
K2-133 b,3.07133,2017,1.34,0.03194,32.53345419819039
K2-133 c,4.86784,2017,1.603,0.04341,17.612476567962997
K2-133 d,11.02454,2017,2.003,0.07487,5.920853749501858
K2-133 e,26.5841,2019,1.73,0.1346,1.8319342410875123
K2-136 b,7.975292,2017,0.99,NA,NA
K2-136 c,17.307137,2017,2.91,0.11728,11.84546422409339
K2-136 d,25.575065,2017,1.45,NA,NA
K2-137 b,0.179715,2017,0.89,0.0058,975.3129997417333
K2-138 b,2.35322,2017,1.57,0.0338,452.02931381260385
K2-138 c,3.55987,2017,2.52,0.04454,260.3152281557739
K2-138 d,5.40478,2017,2.66,0.05883,149.21150238364498
K2-138 e,8.26144,2017,3.29,0.07807,84.72891425980836
K2-138 f,12.75759,2017,2.81,0.1043,47.47132821485987
K2-139 b,28.380619,2017,9.11,0.1796,15.573539736980068
K2-14 b,8.36802,2015,4.81,0.0627,27.38198437738846
K2-140 b,6.56918,2017,12.25,0.0687,202.80867414911668
K2-141 b,0.2803244,2018,1.51,0.00716,3468.7576270226486
K2-141 c,7.7485,2018,7,NA,NA
K2-146 b,2.6446,2018,2.05,0.0259,22.356327954299623
K2-146 c,4.00498,2019,2.19,NA,NA
K2-147 b,0.961917,2018,1.38,0.0159,201.93228115003606
K2-148 b,4.38395,2018,1.33,0.0454,48.96528586216909
K2-148 c,6.9226,2018,1.73,0.0616,26.597362700199344
K2-148 d,9.7579,2018,1.64,0.0774,16.846825545952175
K2-149 b,11.332,2018,1.64,0.083,7.109577868608594
K2-15 b,11.8104,2015,2.48,0.091,42.55172938564028
K2-150 b,10.59357,2018,2,0.0727,4.919615694058931
K2-151 b,3.835476,2018,1.49,0.0373,20.117885700568273
K2-152 b,32.6479,2018,2.29,0.1716,2.7923215816960334
K2-153 b,7.51574,2018,2,0.0614,11.393660059122304
K2-154 b,3.67626,2018,1.99,0.0405,55.730116840131096
K2-154 c,7.95486,2018,2.07,0.0677,19.94447747077428
K2-155 b,6.342,2018,1.8,0.0562,18.68647434087221
K2-155 c,13.85,2018,2.6,0.0946,6.595044453019546
K2-155 d,40.718,2018,1.9,0.1937,1.573043594368301
K2-156 b,0.81314,2018,1.15,0.0149,654.0748694147753
K2-157 b,0.365257,2018,1.055,NA,NA
K2-158 b,10.06049,2018,2.64,0.0887,87.32784845542112
K2-158 c,5.90279,2018,1.28,0.0622,177.59029580293634
K2-159 b,12.42205,2018,2.26,0.1013,49.29252998318153
K2-16 b,7.6188,2015,2.02,0.0667,38.971608597967986
K2-16 c,19.07863,2015,2.54,0.1229,11.478793264709694
K2-16 d,2.71578,2019,1.03,NA,NA
K2-160 b,3.705871,2018,3.178,NA,NA
K2-161 b,9.283188,2018,6.117,NA,NA
K2-162 b,9.45889,2018,1.44,0.0795,34.85505261743531
K2-163 b,6.673117,2018,2.466,NA,NA
K2-164 b,17.355066,2018,3.249,NA,NA
K2-165 b,2.354992,2018,1.274,NA,NA
K2-165 c,4.382745,2018,1.554,NA,NA
K2-165 d,14.101361,2018,2.648,NA,NA
K2-166 b,8.52695,2018,2.19,0.0858,389.964815180407
K2-166 c,3.80464,2019,1.22,NA,NA
K2-167 b,9.977481,2018,2.819,NA,NA
K2-168 b,15.8523,2018,1.86,NA,NA
K2-168 c,8.050722,2019,1.31,NA,NA
K2-169 b,6.380803,2018,1.273,NA,NA
K2-17 b,17.96753,2015,2.23,0.119,7.110597195479163
K2-170 b,7.576544,2018,1.418,NA,NA
K2-170 c,12.400047,2018,1.802,NA,NA
K2-171 b,5.628466,2018,2.687,NA,NA
K2-172 b,14.316941,2018,1.666,NA,NA
K2-172 c,29.62682,2018,3.206,NA,NA
K2-173 b,5.868699,2018,1.608,NA,NA
K2-174 b,19.562307,2018,2.6,0.126,9.800740939815284
K2-175 b,9.525988,2018,2.038,NA,NA
K2-176 b,5.329439,2018,1.491,NA,NA
K2-177 b,14.155185,2018,2.116,NA,NA
K2-178 b,8.747818,2018,3.558,NA,NA
K2-179 b,5.172191,2018,2.513,NA,NA
K2-18 b,32.939623,2015,2.37,0.1429,1.0713602831429698
K2-18 c,8.962,2017,2.9941063180912204,0.06,6.0771156220820925
K2-180 b,8.867209,2018,2.31,0.0753,62.57632405016066
K2-181 b,6.894256,2018,2.84,0.0706,191.5978352328957
K2-182 b,4.736837,2018,2.76,0.0529,143.5782500952112
K2-183 b,0.469269,2018,2.599,NA,NA
K2-183 c,10.792635,2018,2.87,0.0932,83.78536680276206
K2-183 d,22.631964,2018,2.86,0.1527,31.212023547197123
K2-184 b,16.995731,2018,1.55,0.1229,27.095441644527046
K2-185 b,10.616646,2018,1.313,NA,NA
K2-186 b,41.474219,2018,3.172,NA,NA
K2-187 b,0.77392,2018,1.3,0.0164,2292.515622625974
K2-187 c,2.872042,2018,1.8,0.0392,401.2618452347214
K2-187 d,7.14921,2018,3.17,0.072,118.94193708747729
K2-187 e,13.609878,2018,2.38,0.1106,50.40687176158011
K2-188 b,1.742169,2018,1.35,0.0289,1828.9604509501473
K2-188 c,7.810253,2018,2.83,0.0785,247.8909583736578
K2-189 b,2.588309,2018,1.52,0.0361,442.5736937195469
K2-189 c,6.679195,2018,2.5,0.068,124.73323170247637
K2-19 b,7.9194,2015,7.74,0.074,90.47666011774841
K2-19 c,11.90715,2015,4.86,0.0971,52.548647206134454
K2-19 d,2.50856,2016,1.14,0.0344,418.68086702676294
K2-190 b,10.098858,2018,1.357,NA,NA
K2-190 c,21.574023,2018,1.093,NA,NA
K2-191 b,2.858646,2018,1.579,NA,NA
K2-192 b,4.162817,2018,1.52,0.049,172.0314460600422
K2-193 b,14.786889,2018,3.95,0.1184,55.245460147298914
K2-194 b,39.721386,2018,3.642,NA,NA
K2-195 b,15.852975,2018,3.13,0.1208,60.65493357136442
K2-195 c,28.482786,2018,2.576,NA,NA
K2-196 b,48.324222,2018,3.6,NA,NA
K2-197 b,8.357881,2018,2.56,0.0806,117.03881511187524
K2-198 b,17.0428683,2018,4.189,NA,NA
K2-198 c,3.3596055,2019,1.423,NA,NA
K2-198 d,7.4500177,2019,2.438,NA,NA
K2-199 b,3.225338,2018,1.87,0.0385,115.10085269037769
K2-199 c,7.374694,2018,2.78,0.0668,38.233765754489305
K2-200 b,2.849883,2018,1.364,NA,NA
K2-201 b,1.05979,2018,1.4,NA,NA
K2-201 c,22.779878,2018,3.286,NA,NA
K2-202 b,3.405164,2018,2.302,NA,NA
K2-203 b,9.695101,2018,1.371,NA,NA
K2-204 b,7.055784,2018,3.046,NA,NA
K2-205 b,26.672263,2018,1.996,NA,NA
K2-206 b,18.294549,2018,2.795,NA,NA
K2-207 b,12.48749,2018,2.606,NA,NA
K2-208 b,4.190948,2018,1.679,NA,NA
K2-209 b,2.080615,2018,0.869,NA,NA
K2-21 b,9.325038,2015,1.84,0.076,16.306952848387144
K2-21 c,15.50192,2015,2.49,0.107,8.22682851360679
K2-210 b,0.570233,2018,0.819,NA,NA
K2-211 b,0.669558,2018,1.375,NA,NA
K2-212 b,9.79551,2018,2.52,0.0785,19.964603364231923
K2-213 b,8.13087,2018,1.514,NA,NA
K2-214 b,8.596802,2018,2.43,0.0834,225.7708659451651
K2-215 b,8.269648,2018,2.124,NA,NA
K2-216 b,2.1748,2018,1.75,0.028,242.48447448001278
K2-217 b,14.074524,2018,3.579,NA,NA
K2-218 b,8.679885,2018,2.569,NA,NA
K2-219 b,3.901287,2018,1.348,NA,NA
K2-219 c,6.66767,2018,1.438,NA,NA
K2-219 d,11.137278,2018,2.576,NA,NA
K2-22 b,0.381078,2015,2.5,0.0088,1089.0169909146114
K2-220 b,13.683256,2018,2.39,0.1104,71.29545635159876
K2-221 b,2.399094,2018,1.679,NA,NA
K2-222 b,15.387063,2018,2.39,0.1211,93.90997257413608
K2-223 b,0.50565,2018,0.89,0.0127,5719.954288268109
K2-223 c,4.56327,2018,1.57,0.0549,306.09434844435265
K2-224 b,4.47904,2018,1.56,0.0516,215.62573696267035
K2-224 c,10.09489,2018,2.41,0.0886,73.13622772693462
K2-225 b,15.87209,2018,3.49,0.134,138.28988111470093
K2-226 b,3.27108,2018,1.54,0.0413,310.5273782994903
K2-227 b,13.621832,2018,1.666,NA,NA
K2-228 b,2.69828,2018,1.21,0.0338,164.8794763392214
K2-229 b,0.58426,2018,1.14,0.0131,2379.3449468719305
K2-229 c,8.32727,2018,2.03,0.0769,69.04739851506815
K2-230 b,2.86041,2018,1.96,0.0409,1240.3760842264874
K2-231 b,13.841901,2018,2.5,NA,NA
K2-232 b,11.168454,2018,11.209,0.10356,161.29314734716976
K2-233 b,2.46746,2018,1.398,0.03317,272.5894585295792
K2-233 c,7.06142,2018,1.335,0.06687,67.0713972224923
K2-233 d,24.3662,2018,2.64,0.1527,12.862397469807387
K2-237 b,2.1805577,2018,18.405,0.0353,1546.8585039531142
K2-238 b,3.20466,2018,14.572,0.046,1082.6406676596282
K2-239 b,5.24,2018,1.1,0.0441,8.224752179465698
K2-239 c,7.775,2018,1,0.0576,4.8211987262932485
K2-239 d,10.115,2018,1.1,0.0685,3.4089360724911684
K2-24 b,20.88977,2016,5.4,0.154,42.653881525548094
K2-24 c,42.3391,2016,7.5,0.247,16.58082339097344
K2-240 b,6.034,2018,2,0.0513,20.126361535426202
K2-240 c,20.523,2018,1.8,0.1159,3.9430576617376247
K2-241 b,26.8199,2018,2.55,0.1567,14.583508095643513
K2-242 b,6.51389,2018,2.54,0.0494,7.2869552444677135
K2-243 b,11.54182,2018,2.17,0.1087,226.22516405417804
K2-243 c,24.94598,2018,2.01,0.1817,80.96366241605865
K2-244 b,21.06884,2018,1.75,0.1418,37.900726804146764
K2-245 b,11.89307,2018,4.34,0.0959,161.57076663397493
K2-246 b,5.76918,2018,3.49,0.0602,194.89783618915956
K2-247 b,2.25021,2018,2.12,0.0304,141.9883893502427
K2-247 c,6.49424,2018,2.19,0.0615,34.69363207136502
K2-248 b,7.17256,2018,2.57,0.0699,132.44807434871868
K2-249 b,12.409,2018,2.79,0.1151,163.624884402993
K2-25 b,3.484552,2015,3.43,NA,NA
K2-250 b,4.01457,2018,2.44,0.0459,177.9814042298468
K2-251 b,9.30075,2018,2.35,0.0694,9.446720347940111
K2-252 b,13.81513,2018,1.74,0.1041,36.066046723380964
K2-253 b,4.00167,2018,12.67,0.0506,327.11387544207946
K2-254 b,4.09639,2018,1.63,0.0448,75.06612056494849
K2-254 c,12.11839,2018,2.19,0.0923,17.684655249284184
K2-255 b,1.96417,2018,2.9,0.0274,216.02244357170463
K2-256 b,5.52011,2018,2.63,0.0578,101.65864650519283
K2-257 b,1.60588,2018,0.83,0.0216,93.5604921639587
K2-258 b,19.0921,2018,3,0.149,84.26116572973294
K2-259 b,15.48043,2018,2.32,0.1271,90.93035757071084
K2-26 b,14.5665,2016,2.67,0.0962,5.292365819741077
K2-260 b,2.6266657,2018,17.396,0.0404,2139.1304497021506
K2-261 b,11.63344,2018,9.528,0.102,226.3599849957718
K2-263 b,50.818947,2018,2.41,0.2573,8.300809126821713
K2-264 b,5.840002,2018,2.231,0.05023,14.062859690083213
K2-264 c,19.660302,2018,2.668,0.11283,2.7870889131907544
K2-265 b,2.369172,2018,1.71,0.03376,557.4361430663898
K2-266 b,0.658524,2018,3.3,0.01306,881.2794559273038
K2-266 c,7.814,2018,0.705,0.0679,32.60321676575451
K2-266 d,14.697,2018,2.93,0.1035,14.031991095148287
K2-266 e,19.482,2018,2.73,0.1249,9.635519247039086
K2-268 b,2.151894,2018,1.41,0.0308,356.36789109249196
K2-268 c,9.326841,2018,2.69,0.0819,50.40019264775107
K2-269 b,4.144965,2018,1.57,0.0531,967.856470507638
K2-27 b,6.771315,2016,4.48,0.06702,118.46529848089688
K2-270 b,1.543069,2018,1.38,0.0247,453.53007677744455
K2-270 c,4.400028,2018,2.95,0.0497,112.01784734206086
K2-271 b,8.562421,2018,7.28,0.077,142.5668485681042
K2-272 b,14.453533,2018,2.91,0.1081,41.337919204882986
K2-273 b,11.716332,2018,4.42,0.0974,46.0131627911074
K2-274 b,14.129714,2018,2.2,0.1064,26.67575647650037
K2-275 b,3.280961,2018,2.24,0.04,153.7729752592267
K2-275 c,8.438756,2018,2.34,0.075,43.739868518180046
K2-276 b,18.718269,2018,3.77,0.1291,21.63453252431884
K2-277 b,6.326763,2018,2.07,0.0675,189.8420672210026
K2-278 b,3.334966,2018,2.98,0.0488,1040.3042099037914
K2-279 b,7.122605,2018,1.21,0.067,132.9996183078273
K2-28 b,2.260455,2016,2.32,0.0214,17.34492607922704
K2-280 b,19.895202,2018,7.67,0.1488,62.34392454162352
K2-281 b,8.687721,2018,8.18,0.0773,37.72602186927212
K2-282 b,4.169836,2018,2.82,0.0499,244.79295153038308
K2-282 c,0.70531,2019,1.48,NA,NA
K2-283 b,1.921036,2018,3.52,0.0291,353.35726273995215
K2-284 b,4.795069,2018,2.78,0.04771,42.63646272583375
K2-285 b,3.471745,2018,2.59,0.03817,259.7500740877688
K2-285 c,7.138048,2018,3.53,0.0824,55.73725503067755
K2-285 d,10.45582,2018,2.48,0.1178,27.271524692732154
K2-285 e,14.76289,2018,1.95,0.18041,11.627297563211206
K2-286 b,27.359,2018,2.1,0.1768,2.8776334864983917
K2-287 b,14.893291,2018,9.494,0.1206,53.617354804423066
K2-288 B b,31.393463,2018,1.9,0.164,0.4368298464230851
K2-289 b,13.156969,2019,9.1,0.107,27.304387869018736
K2-29 b,3.2588321,2016,13.339,0.04217,198.1494165847605
K2-290 b,9.21165,2019,3.06,0.0923,308.742629009622
K2-290 c,48.36685,2019,11.276,0.305,28.274850759423618
K2-291 b,2.225177,2019,1.589,0.03261,641.6503010842829
