name,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,pl_cbflag,pl_eqt,pl_insol,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_msinie,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_imppar,pl_disc,pl_status,gaia_dist,st_spstr,st_logg,st_metfe,st_age,pl_locale,pl_facility,pl_telescope,pl_instrument,rowupdate,pl_masse,pl_Rforecast2,new_rade,fpl_rade
K2-97 b,K2-97,b,Transit,1,8.406726,0.086,0.0011,-0.0011,NA,0,1,08h31m03.08s,+10d50m51.3s,127.762833,10.847586,869.76,12.611,V (Johnson),12.306,4717,73,-73,1.2,0.05,-0.05,4.47,0.18,-0.18,0,1499,NA,NA,NA,NA,NA,10.61,0.95,-0.95,NA,NA,0.44,2016,3,901.49,NA,3.22,0.33,NA,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2018-10-26,NA,NA,10.61,10.61
K2-98 b,K2-98,b,Transit,1,10.136448,0.0974,9e-4,-9e-4,NA,0,1,08h25m57.19s,+11d30m40.1s,126.488289,11.511145,526.31,12.166,V (Johnson),12.04,6172,82,-82,1.2,0.03,-0.03,1.57,0.04,-0.04,0,1092,NA,NA,NA,NA,NA,5.2,0.19,-0.19,NA,NA,0.33,2016,3,526.34,F8 V,4.13,-0.06,NA,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2018-10-26,NA,NA,5.2,5.2
K2-99 b,K2-99,b,Transit,1,18.251985,0.1597,0.0012,-0.0012,NA,0,1,13h55m05.70s,-05d26m32.9s,208.773743,-5.442466,522.29,11.149,V (Johnson),10.948,6217,78,-78,1.63,0.04,-0.04,2.63,0.07,-0.07,0,1113,NA,NA,NA,NA,NA,11.73,0.42,-0.42,NA,NA,0.39,2016,3,526.77,G0 IV,3.81,0.21,NA,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2018-10-26,NA,NA,11.73,11.73
kap And b,kap And,b,Imaging,1,NA,55,2,-2,NA,0,0,23h40m24.51s,+44d20m02.2s,355.102112,44.333931,50.06,4.14,V (Johnson),4.053,10900,300,-300,2.6,0.2,-0.2,NA,NA,NA,0,1900,NA,4327.36,7323.224,-332.874,NA,NA,NA,NA,NA,NA,NA,2012,3,50.06,B9 IV,3.78,-0.36,0.03,Ground,Subaru Telescope,8.2 m Subaru Telescope,HiCIAO Camera,2014-05-14,4327.36,NA,12.3,12.3
kap CrB b,kap CrB,b,Radial Velocity,1,1285,2.65,0.13,-0.13,0.167,0,0,15h51m13.93s,+35d39m26.6s,237.808044,35.657383,30.09,4.79,V (Johnson),4.46,4871,NA,NA,1.5,NA,NA,4.85,NA,NA,0,NA,NA,575.59013,18.11631,-18.11631,575.59013,NA,NA,NA,NA,NA,NA,2007,3,30.09,K0 III-IV,3.26,NA,NA,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,2018-12-06,575.59013,12.615367521635996,12.615367521635996,13.3
Kapteyn c,Kapteyn,c,Radial Velocity,1,121.54,0.311,0.038,-0.014,0.23,0,0,05h11m40.58s,-45d01m06.3s,77.91909,-45.018414,3.93,8.845,V (Johnson),8.062,3550,50,-50,0.28,0.01,-0.01,0.29,0.03,-0.03,0,NA,NA,7,1.2,-1,7,NA,NA,NA,NA,NA,NA,2014,3,3.93,M0 V,NA,-0.89,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2014-06-04,7,2.4685514337226113,2.4685514337226113,2.54
KELT-1 b,KELT-1,b,Transit,1,1.217514,0.02466,1.6e-4,-1.6e-4,0.0099,0,0,00h01m26.91s,+39d23m01.7s,0.362142,39.383808,262,10.701,V (Johnson),10.59,6518,50,NA,1.32,0.03,NA,1.46,0.04,NA,0,NA,NA,8654.15,158.908,-152.552,NA,12.442,0.359,-0.247,0.6086,0.11519,NA,2012,3,270.49,NA,NA,NA,NA,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2014-05-14,8654.15,NA,12.442,12.442
KELT-10 b,KELT-10,b,Transit,1,4.1662739,0.0525,8.6e-4,-9.7e-4,NA,0,0,18h58m11.61s,-47d00m11.7s,284.548373,-47.003242,183,10.854,V (Johnson),10.701,5948,74,-74,1.11,0.06,-0.06,1.21,0.05,-0.04,0,1377,600,215.80657,12.39537,-12.07754,215.80657,15.681,0.773,-0.549,1.416,0.156,0.23,2016,3,189.39,G0 V,4.32,0.09,4.5,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2016-04-28,215.80657,NA,15.681,15.681
KELT-11 b,KELT-11,b,Transit,1,4.7361,NA,NA,NA,7e-4,0,0,10h46m49.74s,-09d23m56.5s,161.70726,-9.399025,99.44,8.04,V (Johnson),7.831,5375,25,-25,1.44,0.07,-0.07,2.69,0.04,-0.04,0,NA,NA,54.34893,4.76745,-4.76745,NA,15.132,1.121,-1.121,0.265,0.2974,0.404,2017,3,99.44,G8/K0 IV,3.7,0.17,NA,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2019-01-10,54.34893,NA,15.132,15.132
KELT-12 b,KELT-12,b,Transit,1,5.031623,0.06708,9.7e-4,-0.0013,0,0,0,17h50m33.72s,+36d34m12.8s,267.640503,36.570232,360,10.59,V (Johnson),10.484,6279,51,-51,1.59,0.07,-0.09,2.37,0.17,-0.17,0,1800,1749,301.9385,44.4962,-44.4962,301.9385,19.952,1.906,-1.793,0.596,0.2401,0.586,2017,3,371.96,NA,3.89,0.19,2.2,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2017-04-27,301.9385,NA,19.952,19.952
KELT-14 b,KELT-14,b,Transit,1,1.7100566,0.03005,3.1e-4,-3.1e-4,0,0,0,07h13m12.36s,-42d24m35.1s,108.301485,-42.409744,266,11,V (Johnson),10.838,5720,130,-130,1.24,0.04,-0.04,1.52,0.03,-0.03,0,1970,NA,408.09372,10.17056,-10.17056,NA,19.537,0.527,-0.527,1.386,0.09117,0.8622,2016,3,251.93,G4,4.17,0.32,5.11,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2016-06-03,408.09372,NA,19.537,19.537
KELT-15 b,KELT-15,b,Transit,1,3.32944,NA,NA,NA,0,0,0,07h49m39.61s,-52d07m13.6s,117.415037,-52.120453,327.74,11.189,V (Johnson),11.069,6003,54,-54,2.06,0.75,-0.75,1.78,0.21,-0.21,0,NA,NA,416.3573,136.6669,-136.6669,NA,19.504,2.242,-2.242,1,NA,NA,2016,3,327.74,NA,4.17,0.05,NA,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2018-04-26,416.3573,NA,19.504,19.504
KELT-16 b,KELT-16,b,Transit,1,0.9689951,0.02044,2.4e-4,-2.6e-4,0,0,0,20h57m04.44s,+31d39m39.7s,314.268494,31.661034,450.28,11.898,V (Johnson),11.796,6236,54,-54,1.21,0.04,-0.05,1.36,0.06,-0.05,0,2453,NA,874.0325,50.8528,-47.6745,870.8542,15.861,0.942,-0.751,1.146,0.1037,0.32,2017,3,450.28,F7 V,4.25,-0.002,3.1,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2017-02-09,874.0325,NA,15.861,15.861
KELT-17 b,KELT-17,b,Transit,1,3.0801716,0.04881,6.5e-4,-6.1e-4,NA,0,0,08h22m28.21s,+13d44m07.1s,125.617523,13.735319,210,9.286,V (Johnson),9.209,7454,49,-49,1.64,0.07,-0.06,1.65,0.06,-0.06,0,2087,NA,416.3573,88.9924,-92.1707,416.3573,17.094,0.729,-0.673,0.907,0.1448,0.57,2016,3,227.96,A,4.22,-0.018,0.65,Ground,KELT,Multiple Telescopes,Multiple Instuments,2016-09-08,416.3573,NA,17.094,17.094
KELT-18 b,KELT-18,b,Transit,1,2.8717518,0.0455,6.7e-4,-6.9e-4,0,0,0,14h26m05.76s,+59d26m39.4s,216.524017,59.444275,311,10.117,V (Johnson),10.104,6670,120,-120,1.52,0.07,-0.07,1.91,0.04,-0.04,0,2085,3152,375.0394,34.9613,-34.9613,375.0394,17.598,0.471,-0.404,0.716,0.1935,0.102,2017,3,324.38,F4 V,4.06,0.09,1.9,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2017-04-27,375.0394,NA,17.598,17.598
KELT-19 A b,KELT-19 A,b,Transit,1,4.6117093,0.0637,0.0031,-0.0027,NA,0,0,07h26m02.28s,+07d36m56.9s,111.509499,7.615806,302.8,9.885,V (Johnson),9.863,7500,110,-110,1.62,0.25,-0.2,1.83,0.1,-0.1,0,1935,2340,1293.5681,NA,NA,1287.2115,21.409,1.233,-1.233,1.148,0.1831,0.601,2017,3,302.8,A8 V,4.13,-0.12,NA,Ground,KELT,Multiple Telescopes,Multiple Instuments,2018-01-11,1293.5681,NA,21.409,21.409
KELT-2 A b,KELT-2 A,b,Transit,1,4.11379,NA,NA,NA,0,0,0,06h10m39.35s,+30d57m25.7s,92.663948,30.957144,134.57,8.713,V (Johnson),8.584,6327,80,-80,1.54,0.28,-0.28,1.93,0.1,-0.1,0,NA,NA,540.311,69.9226,-69.9226,NA,15.132,0.897,-0.897,0.52,NA,NA,2012,3,134.57,F8,4.5,0,NA,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2018-04-26,540.311,NA,15.132,15.132
KELT-20 b,KELT-20,b,Transit,1,3.4741085,0.0542,0.0014,-0.0021,NA,0,0,19h38m38.74s,+31d13m09.2s,294.661407,31.219225,139.7,7.58,V (Johnson),7.575,8720,250,-260,1.76,0.14,-0.19,1.56,0.06,-0.06,0,2262,4362.5,1074.90106,NA,NA,1071.72276,19.515,0.773,-0.829,1.309,0.14898,0.503,2017,3,136.96,A2 V,4.29,-0.29,0.6,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2017-11-02,1074.90106,NA,19.515,19.515
KELT-21 b,KELT-21,b,Transit,1,3.6127647,0.05224,3.5e-4,-3.4e-4,0,0,0,20h19m12.01s,+32d34m51.7s,304.800049,32.581039,415,NA,NA,10.541,7598,81,-84,1.46,0.03,-0.03,1.64,0.03,-0.03,0,2051,2950,1242.7153,NA,NA,1242.7153,17.777,0.437,-0.448,0.99,0.17106,0.423,2018,3,477.26,A8 V,4.17,-0.405,1.6,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2018-02-01,1242.7153,NA,17.777,17.777
KELT-23 A b,KELT-23 A,b,Transit,1,2.255251,0.03302,6.8e-4,-6.4e-4,0,0,0,15h28m35.1926s,+66d21m31.544s,232.146636,66.358762,125.42,10.253,V (Johnson),10.182,5899,49,-49,0.94,0.06,-0.05,1,0.01,-0.01,0,1561,991.18,298.12454,15.25584,-13.98452,297.17105,14.83,0.28,-0.28,1.864,0.09921,0.576,2019,3,126.72,G2 V,4.42,-0.105,6.4,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2019-06-13,298.12454,NA,14.83,14.83
KELT-3 b,KELT-3,b,Transit,1,2.70339,NA,NA,NA,0,0,0,09h54m34.40s,+40d23m17.0s,148.643324,40.388069,211.35,9.873,V (Johnson),9.763,6304,49,-49,1.96,0.5,-0.5,1.7,0.12,-0.12,0,NA,NA,616.5902,104.8839,-104.8839,NA,17.486,1.233,-1.233,0.89,NA,NA,2013,3,211.35,NA,4.2,0.05,NA,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2018-04-26,616.5902,NA,17.486,17.486
KELT-4 A b,KELT-4 A,b,Transit,1,2.9895932,0.04317,7.9e-4,-7.4e-4,0,0,0,10h28m15.01s,+25d34m23.5s,157.062546,25.573189,210,9.98,V (Johnson),9.957,6206,75,-75,1.2,0.07,-0.06,1.6,0.04,-0.04,0,1823,NA,286.68266,19.0698,-18.75197,284.77568,19.044,0.516,-0.504,NA,0.14428,0.689,2016,3,219.41,F,4.11,-0.116,4.44,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2016-02-25,286.68266,NA,19.044,19.044
KELT-6 b,KELT-6,b,Transit,2,7.8457,NA,NA,NA,0.22,0,0,13h03m55.65s,+30d38m24.2s,195.981868,30.640051,242.39,10.418,V (Johnson),10.193,6102,43,-43,1.42,0.46,-0.46,1.73,0.12,-0.12,0,NA,NA,165.2716,38.1396,-38.1396,NA,14.572,1.009,-1.009,0.6,NA,NA,2014,3,242.39,F8,4.07,-0.28,NA,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2018-04-26,165.2716,NA,14.572,14.572
